,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
99,adday,N,5,"['ad', 'day']",1,0.6
100,addeared,N,8,"['ad', 'de', 'ared']",2,0.62
101,addend,N,6,"['ad', 'den', 'd']",2,0.5
102,addends,N,7,"['ad', 'den', 'ds']",2,0.57
103,addralt,N,7,"['ad', 'dr', 'alt']",2,0.57
104,addre,N,5,"['ad', 'dre']",1,0.6
105,addume,N,6,"['ad', 'du', 'me']",2,0.5
106,addunds,N,7,"['add', 'un', 'ds']",2,0.57
107,addured,N,7,"['ad', 'du', 'red']",2,0.57
108,addushed,N,8,"['ad', 'dus', 'hed']",2,0.62
109,adeen,N,5,"['ade', 'en']",1,0.6
110,adfle,N,5,"['ad', 'fle']",1,0.6
111,adfler,N,6,"['ad', 'f', 'ler']",2,0.5
112,adfles,N,6,"['ad', 'fles']",1,0.67
113,adhands,N,7,"['ad', 'hands']",1,0.71
114,adhirds,N,7,"['ad', 'hir', 'ds']",2,0.57
115,adhist,N,6,"['ad', 'hist']",1,0.67
116,adiffs,N,6,"['ad', 'if', 'fs']",2,0.5
117,adle,N,4,"['ad', 'le']",1,0.5
118,adlears,N,7,"['ad', 'le', 'ars']",2,0.57
119,adleys,N,6,"['ad', 'le', 'ys']",2,0.5
120,adloss,N,6,"['ad', 'loss']",1,0.67
121,adly,N,4,"['ad', 'ly']",1,0.5
122,admar,N,5,"['ad', 'mar']",1,0.6
123,admueurs,N,8,"['ad', 'mue', 'urs']",2,0.62
124,admuffs,N,7,"['ad', 'mu', 'ffs']",2,0.57
125,admugned,N,8,"['ad', 'mu', 'g', 'ned']",3,0.5
126,admunds,N,7,"['ad', 'mun', 'ds']",2,0.57
127,admurst,N,7,"['ad', 'mur', 'st']",2,0.57
128,adom,N,4,"['ad', 'om']",1,0.5
129,adsen,N,5,"['ad', 'sen']",1,0.6
130,adstied,N,7,"['ad', 'sti', 'ed']",2,0.57
131,adter,N,5,"['ad', 'ter']",1,0.6
132,advioned,N,8,"['ad', 'vi', 'on', 'ed']",3,0.5
133,adwocked,N,8,"['ad', 'wo', 'cked']",2,0.62
134,adwoke,N,6,"['ad', 'woke']",1,0.67
135,adwolds,N,7,"['ad', 'wol', 'ds']",2,0.57
136,adwosks,N,7,"['ad', 'w', 'os', 'ks']",3,0.43
137,adwouched,N,9,"['ad', 'wou', 'ched']",2,0.67
138,adwourts,N,8,"['ad', 'w', 'our', 'ts']",3,0.5
139,aecher,N,6,"['a', 'e', 'cher']",2,0.5
140,aekom,N,5,"['a', 'ek', 'om']",2,0.4
141,aertion,N,7,"['aer', 'tion']",1,0.71
142,aesful,N,6,"['a', 'es', 'ful']",2,0.5
143,afalt,N,5,"['af', 'alt']",1,0.6
144,afas,N,4,"['af', 'as']",1,0.5
145,afed,N,4,"['af', 'ed']",1,0.5
146,afel,N,4,['afel'],0,0.75
147,afept,N,5,"['af', 'ept']",1,0.6
148,afepts,N,6,"['af', 'ep', 'ts']",2,0.5
149,aferes,N,6,"['af', 'eres']",1,0.67
150,aferned,N,7,"['afer', 'ned']",1,0.71
151,afes,N,4,"['af', 'es']",1,0.5
152,affeal,N,6,"['affe', 'al']",1,0.67
153,affecks,N,7,"['affe', 'cks']",1,0.71
154,affelts,N,7,"['af', 'fel', 'ts']",2,0.57
155,affends,N,7,"['aff', 'ends']",1,0.71
156,afflane,N,7,"['aff', 'lane']",1,0.71
157,afflarts,N,8,"['aff', 'lar', 'ts']",2,0.62
158,affolds,N,7,"['af', 'fol', 'ds']",2,0.57
159,affope,N,6,"['aff', 'ope']",1,0.67
160,afforts,N,7,"['af', 'forts']",1,0.71
161,affranes,N,8,"['af', 'fran', 'es']",2,0.62
162,affrins,N,7,"['af', 'fr', 'ins']",2,0.57
163,affrows,N,7,"['af', 'fro', 'ws']",2,0.57
164,affug,N,5,"['aff', 'ug']",1,0.6
165,affund,N,6,"['af', 'fund']",1,0.67
166,affurned,N,8,"['af', 'fur', 'ned']",2,0.62
167,affuse,N,6,"['aff', 'use']",1,0.67
168,affuth,N,6,"['af', 'fu', 'th']",2,0.5
169,afia,N,4,"['af', 'ia']",1,0.5
170,afoins,N,6,"['af', 'o', 'ins']",2,0.5
171,afoods,N,6,"['af', 'oods']",1,0.67
172,afoys,N,5,"['af', 'o', 'ys']",2,0.4
173,afress,N,6,"['af', 'res', 's']",2,0.5
174,afrome,N,6,"['a', 'from', 'e']",2,0.5
175,afrons,N,6,"['afr', 'ons']",1,0.67
176,afrorm,N,6,"['afr', 'or', 'm']",2,0.5
177,afstint,N,7,"['af', 'stint']",1,0.71
178,aftus,N,5,"['af', 'tus']",1,0.6
179,agbuct,N,6,"['ag', 'bu', 'ct']",2,0.5
180,agelier,N,7,"['ag', 'elier']",1,0.71
181,agemess,N,7,"['age', 'mess']",1,0.71
182,agfor,N,5,"['ag', 'for']",1,0.6
183,agfors,N,6,"['ag', 'fors']",1,0.67
184,aggect,N,6,"['ag', 'ge', 'ct']",2,0.5
185,aggess,N,6,"['ag', 'ges', 's']",2,0.5
186,aggey,N,5,"['ag', 'gey']",1,0.6
187,aggeys,N,6,"['ag', 'ge', 'ys']",2,0.5
188,aggraimed,N,9,"['aggra', 'imed']",1,0.78
189,aggraims,N,8,"['aggra', 'ims']",1,0.75
190,aggrues,N,7,"['ag', 'grues']",1,0.71
191,aghect,N,6,"['ag', 'hect']",1,0.67
192,aghonced,N,8,"['ag', 'hon', 'ced']",2,0.62
193,agift,N,5,"['ag', 'ift']",1,0.6
194,agims,N,5,"['ag', 'ims']",1,0.6
195,agincts,N,7,"['ag', 'in', 'cts']",2,0.57
196,agive,N,5,"['ag', 'ive']",1,0.6
197,agix,N,4,"['ag', 'ix']",1,0.5
198,agler,N,5,"['ag', 'ler']",1,0.6
199,agok,N,4,"['ago', 'k']",1,0.5
200,agope,N,5,"['ag', 'ope']",1,0.6
201,agright,N,7,"['agr', 'ight']",1,0.71
202,agshess,N,7,"['ag', 'sh', 'ess']",2,0.57
203,agstess,N,7,"['ag', 'st', 'ess']",2,0.57
204,agtrain,N,7,"['ag', 'train']",1,0.71
205,agtrained,N,9,"['ag', 'trained']",1,0.78
206,agur,N,4,"['ag', 'ur']",1,0.5
207,ahoits,N,6,"['aho', 'its']",1,0.67
208,ahokes,N,6,"['aho', 'kes']",1,0.67
209,ahor,N,4,['ahor'],0,0.75
210,ahord,N,5,"['ahor', 'd']",1,0.6
211,ahords,N,6,"['ahor', 'ds']",1,0.67
212,ahries,N,6,"['ah', 'ries']",1,0.67
213,ahun,N,4,"['a', 'hun']",1,0.5
214,aice,N,4,"['ai', 'ce']",1,0.5
215,aices,N,5,"['a', 'ices']",1,0.6
216,aicipes,N,7,"['a', 'ici', 'pes']",2,0.57
217,aier,N,4,"['a', 'ier']",1,0.5
218,aight,N,5,"['a', 'ight']",1,0.6
219,aights,N,6,"['a', 'ights']",1,0.67
220,ailpay,N,6,"['ail', 'pay']",1,0.67
221,ailpays,N,7,"['ail', 'pays']",1,0.71
222,ainfogue,N,8,"['a', 'inf', 'ogue']",2,0.62
223,ainlibes,N,8,"['ain', 'li', 'bes']",2,0.62
224,ains,N,4,['ains'],0,0.75
225,aints,N,5,"['a', 'ints']",1,0.6
226,aipse,N,5,"['ai', 'p', 'se']",2,0.4
227,aipsed,N,6,"['ai', 'p', 'sed']",2,0.5
228,airclaps,N,8,"['air', 'cla', 'ps']",2,0.62
229,airclime,N,8,"['air', 'cli', 'me']",2,0.62
230,airclimes,N,9,"['air', 'cli', 'mes']",2,0.67
231,airclip,N,7,"['air', 'clip']",1,0.71
232,aircul,N,6,"['air', 'cul']",1,0.67
233,airdess,N,7,"['air', 'dess']",1,0.71
234,airdraw,N,7,"['air', 'draw']",1,0.71
235,airdraws,N,8,"['air', 'draws']",1,0.75
236,airflails,N,9,"['air', 'fla', 'ils']",2,0.67
237,airflift,N,8,"['air', 'fli', 'ft']",2,0.62
238,airgroin,N,8,"['air', 'gro', 'in']",2,0.62
239,airguild,N,8,"['air', 'guil', 'd']",2,0.62
240,airguilds,N,9,"['air', 'guil', 'ds']",2,0.67
241,airn,N,4,"['air', 'n']",1,0.5
242,airnos,N,6,"['air', 'nos']",1,0.67
243,airplop,N,7,"['air', 'pl', 'op']",2,0.57
244,airshall,N,8,"['air', 'shall']",1,0.75
245,airsouth,N,8,"['air', 'south']",1,0.75
246,airstares,N,9,"['air', 'st', 'ares']",2,0.67
247,airstash,N,8,"['air', 'st', 'ash']",2,0.62
248,airstay,N,7,"['air', 'stay']",1,0.71
249,airstrums,N,9,"['air', 'str', 'ums']",2,0.67
250,aistnale,N,8,"['a', 'ist', 'nale']",2,0.62
251,aists,N,5,"['ais', 'ts']",1,0.6
252,aiths,N,5,"['ait', 'hs']",1,0.6
253,aits,N,4,"['a', 'its']",1,0.5
254,aive,N,4,"['ai', 've']",1,0.5
255,aives,N,5,"['ai', 'ves']",1,0.6
256,aize,N,4,"['ai', 'ze']",1,0.5
257,ajeqous,N,7,"['aje', 'q', 'ous']",2,0.57
258,ajoin,N,5,"['a', 'join']",1,0.6
259,akcul,N,5,"['ak', 'cul']",1,0.6
260,akde,N,4,"['ak', 'de']",1,0.5
261,akes,N,4,['akes'],0,0.75
262,akhs,N,4,"['ak', 'hs']",1,0.5
263,akrade,N,6,"['ak', 'rade']",1,0.67
264,alade,N,5,"['al', 'ade']",1,0.6
265,alamp,N,5,"['al', 'amp']",1,0.6
266,alap,N,4,"['al', 'ap']",1,0.5
267,alaves,N,6,"['ala', 'ves']",1,0.67
268,alawn,N,5,"['ala', 'wn']",1,0.6
269,albole,N,6,"['al', 'bole']",1,0.67
270,albolls,N,7,"['al', 'bol', 'ls']",2,0.57
271,albust,N,6,"['al', 'bust']",1,0.67
272,alcas,N,5,"['al', 'cas']",1,0.6
273,alcimin,N,7,"['al', 'ci', 'min']",2,0.57
274,alcirans,N,8,"['al', 'cir', 'ans']",2,0.62
275,aldims,N,6,"['aldi', 'ms']",1,0.67
276,alesray,N,7,"['ales', 'ray']",1,0.71
277,alfives,N,7,"['al', 'fi', 'ves']",2,0.57
278,alfpard,N,7,"['alf', 'pard']",1,0.71
279,aliels,N,6,"['ali', 'els']",1,0.67
280,alked,N,5,"['al', 'ked']",1,0.6
281,alkoe,N,5,"['al', 'koe']",1,0.6
282,alks,N,4,"['al', 'ks']",1,0.5
283,allaced,N,7,"['alla', 'ced']",1,0.71
284,allahed,N,7,"['alla', 'hed']",1,0.71
285,allald,N,6,"['all', 'ald']",1,0.67
286,allaled,N,7,"['all', 'aled']",1,0.71
287,allape,N,6,"['alla', 'pe']",1,0.67
288,allaps,N,6,"['alla', 'ps']",1,0.67
289,allar,N,5,['allar'],0,0.8
290,alldess,N,7,"['all', 'dess']",1,0.71
291,alldets,N,7,"['all', 'de', 'ts']",2,0.57
292,allim,N,5,"['al', 'lim']",1,0.6
293,allint,N,6,"['all', 'int']",1,0.67
294,allired,N,7,"['alli', 'red']",1,0.71
295,allob,N,5,"['allo', 'b']",1,0.6
296,allops,N,6,"['all', 'ops']",1,0.67
297,allou,N,5,['allou'],0,0.8
298,allound,N,7,"['all', 'ound']",1,0.71
299,allsit,N,6,"['all', 'sit']",1,0.67
300,allye,N,5,"['ally', 'e']",1,0.6
301,almed,N,5,"['al', 'med']",1,0.6
302,almstreck,N,9,"['al', 'm', 'stre', 'ck']",3,0.56
303,aloid,N,5,"['alo', 'id']",1,0.6
304,aloiled,N,7,"['al', 'oi', 'led']",2,0.57
305,alolds,N,6,"['al', 'olds']",1,0.67
306,alord,N,5,"['al', 'ord']",1,0.6
307,aloss,N,5,"['al', 'os', 's']",2,0.4
308,alped,N,5,"['al', 'ped']",1,0.6
309,alpen,N,5,"['al', 'pen']",1,0.6
310,alping,N,6,"['al', 'ping']",1,0.67
311,alsehorts,N,9,"['al', 'se', 'hor', 'ts']",3,0.56
312,alspouch,N,8,"['als', 'pou', 'ch']",2,0.62
313,alsund,N,6,"['als', 'und']",1,0.67
314,alsunds,N,7,"['als', 'un', 'ds']",2,0.57
315,althos,N,6,"['alth', 'os']",1,0.67
316,altzed,N,6,"['alt', 'zed']",1,0.67
317,alvim,N,5,"['al', 'v', 'im']",2,0.4
318,alylls,N,6,"['aly', 'll', 's']",2,0.5
319,amape,N,5,"['ama', 'pe']",1,0.6
320,amately,N,7,"['am', 'ate', 'ly']",2,0.57
321,amaus,N,5,"['ama', 'us']",1,0.6
322,ambent,N,6,"['amb', 'ent']",1,0.67
323,ambents,N,7,"['amb', 'ents']",1,0.71
324,ambert,N,6,"['am', 'bert']",1,0.67
325,amberts,N,7,"['am', 'ber', 'ts']",2,0.57
326,ambess,N,6,"['am', 'bes', 's']",2,0.5
327,ambessed,N,8,"['am', 'bes', 'sed']",2,0.62
328,ambets,N,6,"['am', 'bets']",1,0.67
329,ambic,N,5,"['amb', 'ic']",1,0.6
330,ambind,N,6,"['amb', 'ind']",1,0.67
331,ambs,N,4,"['amb', 's']",1,0.5
332,amcars,N,6,"['am', 'cars']",1,0.67
333,amed,N,4,['amed'],0,0.75
334,ameg,N,4,"['am', 'eg']",1,0.5
335,ameshed,N,7,"['ames', 'hed']",1,0.71
336,amett,N,5,"['am', 'ett']",1,0.6
337,amhance,N,7,"['am', 'hance']",1,0.71
338,amho,N,4,"['am', 'ho']",1,0.5
339,amiance,N,7,"['ami', 'ance']",1,0.71
340,amias,N,5,"['ami', 'as']",1,0.6
341,amibed,N,6,"['ami', 'bed']",1,0.67
342,amion,N,5,"['am', 'ion']",1,0.6
343,amiques,N,7,"['ami', 'ques']",1,0.71
344,amise,N,5,"['am', 'ise']",1,0.6
345,amives,N,6,"['ami', 'ves']",1,0.67
346,amler,N,5,"['am', 'ler']",1,0.6
347,amlers,N,6,"['am', 'lers']",1,0.67
348,amlo,N,4,"['am', 'lo']",1,0.5
349,amlos,N,5,"['am', 'los']",1,0.6
350,ammedes,N,7,"['am', 'medes']",1,0.71
351,ammet,N,5,"['am', 'met']",1,0.6
352,ammete,N,6,"['am', 'mete']",1,0.67
353,ammict,N,6,"['am', 'mic', 't']",2,0.5
354,amna,N,4,"['am', 'na']",1,0.5
355,amning,N,6,"['am', 'ning']",1,0.67
356,amns,N,4,"['am', 'ns']",1,0.5
357,amom,N,4,"['am', 'om']",1,0.5
358,amoubt,N,6,"['amou', 'bt']",1,0.67
359,ampaigns,N,8,"['am', 'pa', 'igns']",2,0.62
360,ampgrair,N,8,"['amp', 'gra', 'ir']",2,0.62
361,ampgrairs,N,9,"['amp', 'gra', 'irs']",2,0.67
362,ampist,N,6,"['amp', 'ist']",1,0.67
363,ampiste,N,7,"['amp', 'iste']",1,0.71
364,amplal,N,6,"['ampl', 'al']",1,0.67
365,amrays,N,6,"['am', 'rays']",1,0.67
366,amsha,N,5,"['ams', 'ha']",1,0.6
367,amsice,N,6,"['am', 'si', 'ce']",2,0.5
368,amsine,N,6,"['ams', 'ine']",1,0.67
369,amtan,N,5,"['am', 'tan']",1,0.6
370,amwere,N,6,"['am', 'were']",1,0.67
371,amwight,N,7,"['am', 'w', 'ight']",2,0.57
372,anacs,N,5,"['anac', 's']",1,0.6
373,anains,N,6,"['ana', 'ins']",1,0.67
374,anarms,N,6,"['an', 'arms']",1,0.67
375,anbet,N,5,"['an', 'bet']",1,0.6
376,anbrams,N,7,"['an', 'br', 'ams']",2,0.57
377,anceards,N,8,"['ance', 'ards']",1,0.75
378,anced,N,5,"['ance', 'd']",1,0.6
379,anch,N,4,"['an', 'ch']",1,0.5
380,ancher,N,6,"['an', 'cher']",1,0.67
381,anches,N,6,"['an', 'ches']",1,0.67
382,anchpays,N,8,"['an', 'ch', 'pays']",2,0.62
383,anchta,N,6,"['an', 'ch', 'ta']",2,0.5
384,ancilled,N,8,"['anci', 'lled']",1,0.75
385,ancing,N,6,"['an', 'cing']",1,0.67
386,ancoose,N,7,"['an', 'co', 'ose']",2,0.57
387,ancs,N,4,"['an', 'cs']",1,0.5
388,ancy,N,4,['ancy'],0,0.75
389,andas,N,5,['andas'],0,0.8
390,andow,N,5,"['ando', 'w']",1,0.6
391,andrar,N,6,"['and', 'rar']",1,0.67
392,andrars,N,7,"['and', 'r', 'ars']",2,0.57
393,anea,N,4,"['ane', 'a']",1,0.5
394,aneat,N,5,"['ane', 'at']",1,0.6
395,aneau,N,5,"['ane', 'au']",1,0.6
396,anebome,N,7,"['ane', 'b', 'ome']",2,0.57
397,aned,N,4,"['an', 'ed']",1,0.5
398,anemns,N,6,"['an', 'em', 'ns']",2,0.5
399,aner,N,4,['aner'],0,0.75
400,anfals,N,6,"['an', 'fals']",1,0.67
401,anfol,N,5,"['an', 'fol']",1,0.6
402,angder,N,6,"['ang', 'der']",1,0.67
403,angders,N,7,"['ang', 'ders']",1,0.71
404,angdete,N,7,"['ang', 'dete']",1,0.71
405,angeing,N,7,"['ange', 'ing']",1,0.71
406,angies,N,6,"['an', 'gies']",1,0.67
407,angkill,N,7,"['ang', 'kill']",1,0.71
408,angrired,N,8,"['angr', 'ired']",1,0.75
409,angsits,N,7,"['ang', 'sits']",1,0.71
410,anguals,N,7,"['angu', 'als']",1,0.71
411,anid,N,4,"['an', 'id']",1,0.5
412,anire,N,5,"['an', 'ire']",1,0.6
413,anired,N,6,"['an', 'ired']",1,0.67
414,ankhiles,N,8,"['ank', 'h', 'iles']",2,0.62
415,ankicks,N,7,"['ank', 'icks']",1,0.71
416,anks,N,4,['anks'],0,0.75
417,annaled,N,7,"['ann', 'aled']",1,0.71
418,annalked,N,8,"['ann', 'al', 'ked']",2,0.62
419,annatched,N,9,"['ann', 'at', 'ched']",2,0.67
420,annaws,N,6,"['anna', 'ws']",1,0.67
421,anned,N,5,"['an', 'ned']",1,0.6
422,anneived,N,8,"['anne', 'ived']",1,0.75
423,annise,N,6,"['ann', 'ise']",1,0.67
424,anob,N,4,"['an', 'ob']",1,0.5
425,anom,N,4,['anom'],0,0.75
426,anopt,N,5,"['an', 'opt']",1,0.6
427,anote,N,5,"['ano', 'te']",1,0.6
428,ansham,N,6,"['ans', 'ham']",1,0.67
429,anshrix,N,7,"['ans', 'h', 'ri', 'x']",3,0.43
430,anslipt,N,7,"['ans', 'li', 'pt']",2,0.57
431,ansshome,N,8,"['ans', 'sh', 'ome']",2,0.62
432,anst,N,4,"['an', 'st']",1,0.5
433,ansus,N,5,"['ans', 'us']",1,0.6
434,ansuy,N,5,"['an', 'su', 'y']",2,0.4
435,ansved,N,6,"['ans', 'ved']",1,0.67
436,answens,N,7,"['ans', 'wens']",1,0.71
437,antail,N,6,"['an', 'tail']",1,0.67
438,antalves,N,8,"['antal', 'ves']",1,0.75
439,antarme,N,7,"['ant', 'arme']",1,0.71
440,antaxe,N,6,"['an', 'taxe']",1,0.67
441,antaxed,N,7,"['an', 'tax', 'ed']",2,0.57
442,antay,N,5,"['anta', 'y']",1,0.6
443,anteging,N,8,"['ante', 'ging']",1,0.75
444,anthel,N,6,"['an', 'the', 'l']",2,0.5
445,anthorse,N,8,"['an', 'thor', 'se']",2,0.62
446,antiss,N,6,"['ant', 'iss']",1,0.67
447,antleres,N,8,"['ant', 'ler', 'es']",2,0.62
448,antox,N,5,"['anto', 'x']",1,0.6
449,antu,N,4,"['ant', 'u']",1,0.5
450,antyl,N,5,"['ant', 'yl']",1,0.6
451,anun,N,4,['anun'],0,0.75
452,anveashed,N,9,"['an', 've', 'as', 'hed']",3,0.56
453,anvend,N,6,"['an', 'vend']",1,0.67
454,anvy,N,4,"['an', 'vy']",1,0.5
455,anwot,N,5,"['an', 'wo', 't']",2,0.4
456,anx,N,3,['anx'],0,0.67
457,anyne,N,5,"['any', 'ne']",1,0.6
458,aoade,N,5,"['ao', 'ade']",1,0.6
459,aoers,N,5,"['ao', 'ers']",1,0.6
460,aoft,N,4,"['a', 'oft']",1,0.5
461,aouse,N,5,"['a', 'ouse']",1,0.6
462,apeard,N,6,"['ape', 'ard']",1,0.67
463,apeeve,N,6,"['ape', 'eve']",1,0.67
464,aper,N,4,['aper'],0,0.75
465,apests,N,6,"['ap', 'ests']",1,0.67
466,apevouse,N,8,"['ape', 'vou', 'se']",2,0.62
467,apeze,N,5,"['ape', 'ze']",1,0.6
468,aphed,N,5,"['ap', 'hed']",1,0.6
469,aphoot,N,6,"['ap', 'hoot']",1,0.67
470,aphs,N,4,"['ap', 'hs']",1,0.5
471,apile,N,5,"['ap', 'ile']",1,0.6
472,apille,N,6,"['ap', 'ille']",1,0.67
473,apine,N,5,"['ap', 'ine']",1,0.6
474,apips,N,5,"['ap', 'i', 'ps']",2,0.4
475,aplol,N,5,"['a', 'pl', 'ol']",2,0.4
476,apock,N,5,"['apo', 'ck']",1,0.6
477,apose,N,5,"['ap', 'ose']",1,0.6
478,appalves,N,8,"['ap', 'pal', 'ves']",2,0.62
479,apper,N,5,"['ap', 'per']",1,0.6
480,appers,N,6,"['ap', 'pers']",1,0.67
481,appiant,N,7,"['ap', 'pi', 'ant']",2,0.57
482,appiene,N,7,"['app', 'iene']",1,0.71
483,appiened,N,8,"['app', 'ien', 'ed']",2,0.62
484,appins,N,6,"['app', 'ins']",1,0.67
485,appleams,N,8,"['apple', 'ams']",1,0.75
486,appliene,N,8,"['appli', 'ene']",1,0.75
487,appoomed,N,8,"['ap', 'po', 'om', 'ed']",3,0.5
488,appoose,N,7,"['ap', 'po', 'ose']",2,0.57
489,apprale,N,7,"['appr', 'ale']",1,0.71
490,apprarns,N,8,"['appr', 'ar', 'ns']",2,0.62
491,apprimed,N,8,"['ap', 'pri', 'med']",2,0.62
492,apprombed,N,9,"['ap', 'prom', 'bed']",2,0.67
493,approste,N,8,"['ap', 'pros', 'te']",2,0.62
494,apshosed,N,8,"['ap', 'sh', 'os', 'ed']",3,0.5
495,apsteach,N,8,"['ap', 'ste', 'ach']",2,0.62
496,apsteached,N,10,"['ap', 'ste', 'ached']",2,0.7
497,apstide,N,7,"['ap', 'sti', 'de']",2,0.57
498,aptign,N,6,"['ap', 'tig', 'n']",2,0.5
499,aptile,N,6,"['ap', 'tile']",1,0.67
500,aptives,N,7,"['ap', 'tives']",1,0.71
501,apwra,N,5,"['ap', 'wra']",1,0.6
